namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin
BURU SELATAN,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,296004,2,"HJ. SAFITRI MALIK SOULISA, S.IP",Perempuan
JAKARTA SELATAN,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,140163,3,JEFFRY DANIEL WAWORUNTU,Laki-Laki
BURU,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,132830,4,MARIAM NURAINI SOLISA,Perempuan
KOTA YOGYAKARTA,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,8637,1,"IRINE YUSIANA ROBA PUTRI, S.Sos. MComn&MediaST",Perempuan
JAKARTA TIMUR,PAS FOTO 4x6.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,27824,2,"Dr. H. SIDIK DERO SIOKONA, M.Pd",Laki-Laki
KOTA TERNATE,3. PAS FOTO 4x6.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,19711,3,"RUSDI MINANGKABAU, S.T.",Laki-Laki
KOTA JAYAPURA,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20412,1,"KAMARUDIN WATUBUN, S.H, M.H.",Laki-Laki
JAKARTA TIMUR,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,262552,2,MAYJEN TNI (PURN) CHRISTIANUS H. SIDABUTAR,Laki-Laki
JAYAPURA,3. FOTO ANNA M KARUBUY.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,25591,3,"ANNA MARTHA KARUBUY, S.Sos., M.M.",Perempuan
JAYAPURA,3. FRANS BOB OHEE.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,25639,4,"Drs. FRANS BOB OHEE, M.A.",Laki-Laki
JAKARTA UTARA,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,20636,5,TONY WARDOYO,Laki-Laki
KOTA JAYAPURA,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,25562,6,"REGINA M. MUABUAY, S.Pd",Perempuan
KOTA JAYAPURA,3. ALBERT YOGI.JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,25740,7,"ALBERTH YOGI, S.Pd",Laki-Laki
KOTA JAYAPURA,3. YAHYA  LA UPE RADO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,295964,8,"YAHYA L. RADO, S.H, M.H.",Laki-Laki
KOTA JAYAPURA,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,295907,9,"LILIK HARI PURWANINGSIH, S.KM",Perempuan
JAYAPURA,3. LA ODE RABA ALI.jpeg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,25645,10,"LA ODE RABA'ALI, S.H.",Laki-Laki
JAKARTA SELATAN,FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,269187,1,HARVEY B. MALAIHOLLO,Laki-Laki
MANOKWARI,3. JIMMY FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,18878,2,"JIMMY DEMIANUS IJIE, S.H.",Laki-Laki
MANOKWARI,3. FOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,249799,3,"IDA NOVELINA, S.E.",Perempuan
JAKARTA TIMUR,4x6.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,24801,1,"Ir. DEDDY YEVRI HANTERU SITORUS, M.A.",Laki-Laki
MALINAU,FHOTO.jpg,PARTAI DEMOKRASI INDONESIA PERJUANGAN,38924,2,"MERIYANTI YK PONGMAKAMBA, S.IP",Perempuan
MALINAU,JHONNY LAING IMPANG.JPG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,22669,3,"Drs. JHONNY LAING IMPANG, M.Si",Laki-Laki
